zd,idcs,iess,sid,shortdesc,rjn_siteid,rjn_entityid,rjn_name
Maxson,M100FI,M100FI.UNIT0@NET0,2308,Maxson,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,Influent
Maxson,FI8001,FI8001.UNIT0@NET0,8528,EFF,47EE48FD-904F-4EDA-9ED9-C622D1944194,198,Effluent
